Date,Open,High,Low,Close,Adj Close,Volume,Stocks_Name,Dividends,Stock splits
2007-01-04,26.8799991607666,28.75,26.709999084472656,27.040000915527344,23.61075592041016,250690,HBLPOWER,,
2007-01-05,27.5049991607666,28.0,25.0,26.01499938964844,22.71574211120605,43620,HBLPOWER,,
2007-01-08,26.0,26.5,25.26000022888184,25.489999771118164,22.25732612609864,18200,HBLPOWER,,
2007-01-09,25.600000381469727,25.604999542236328,25.21500015258789,25.2549991607666,22.0521297454834,12810,HBLPOWER,,
2007-01-10,25.200000762939453,25.854999542236328,24.915000915527344,25.25,22.04776763916016,22550,HBLPOWER,,
2007-01-11,26.145000457763672,26.145000457763672,25.5,25.51000022888184,22.274789810180664,1620,HBLPOWER,,
2007-01-12,26.5,26.5,25.1299991607666,25.76000022888184,22.493083953857425,2100,HBLPOWER,,
2007-01-15,26.200000762939453,26.979999542236328,26.0,26.604999542236328,23.23092269897461,5930,HBLPOWER,,
2007-01-16,26.39999961853028,26.895000457763672,25.5,25.540000915527344,22.30098533630371,11460,HBLPOWER,,
2007-01-17,26.0,27.0,26.0,26.90999984741211,23.497238159179688,13510,HBLPOWER,,
2007-01-18,27.100000381469727,27.100000381469727,25.5,25.84000015258789,22.56294250488281,1520,HBLPOWER,,
2007-01-19,26.0,28.239999771118164,26.0,27.26000022888184,23.802854537963867,20390,HBLPOWER,,
2007-01-22,28.5,28.5,27.030000686645508,27.190000534057617,23.741729736328125,11250,HBLPOWER,,
2007-01-23,25.600000381469727,27.700000762939453,25.600000381469727,26.350000381469727,23.008262634277344,3000,HBLPOWER,,
2007-01-24,26.27499961853028,26.950000762939453,26.27499961853028,26.950000762939453,23.53217315673828,1000,HBLPOWER,,
2007-01-25,25.84000015258789,27.39999961853028,25.84000015258789,27.20499992370605,23.754823684692383,11830,HBLPOWER,,
2007-01-29,27.5,27.5,24.5,26.450000762939453,23.095577239990234,7030,HBLPOWER,,
2007-01-31,25.299999237060547,26.89999961853028,24.84000015258789,24.84000015258789,21.689760208129883,5540,HBLPOWER,,
2007-02-01,25.295000076293945,26.19499969482422,23.915000915527344,25.48500061035156,22.25296211242676,4780,HBLPOWER,,
2007-02-02,25.98500061035156,27.489999771118164,21.0,26.795000076293945,23.39682579040528,160040,HBLPOWER,,
2007-02-05,26.0,27.100000381469727,26.0,26.690000534057617,23.30514144897461,17610,HBLPOWER,,
