Date,Open,High,Low,Close,Adj Close,Volume,Stocks_Name,Dividends,Stock splits
2019-09-20,22.0,23.100000381469727,22.0,23.100000381469727,19.79645347595215,73482,IIFLSEC,,
2019-09-23,24.25,24.25,24.25,24.25,20.78199005126953,20530,IIFLSEC,,
2019-09-24,25.450000762939453,25.450000762939453,25.450000762939453,25.450000762939453,21.81037712097168,11034,IIFLSEC,,
2019-09-25,26.700000762939453,26.700000762939453,26.700000762939453,26.700000762939453,22.8816146850586,272034,IIFLSEC,,
2019-09-26,28.0,28.0,28.0,28.0,23.99570083618164,141567,IIFLSEC,,
2019-09-27,29.39999961853028,29.39999961853028,29.39999961853028,29.39999961853028,25.195486068725582,62367,IIFLSEC,,
2019-09-30,30.850000381469727,30.850000381469727,30.850000381469727,30.850000381469727,26.438121795654297,1677470,IIFLSEC,,
2019-10-01,30.5,30.5,29.350000381469727,29.350000381469727,25.152637481689453,272123,IIFLSEC,,
2019-10-03,27.89999961853028,30.64999961853028,27.89999961853028,27.89999961853028,23.910001754760746,466513,IIFLSEC,,
2019-10-04,26.75,29.200000762939453,26.549999237060547,26.549999237060547,22.75306510925293,101140,IIFLSEC,,
2019-10-07,25.0,29.5,23.5,25.200000762939453,21.596132278442383,456262,IIFLSEC,,
2019-10-09,24.200000762939453,26.89999961853028,22.0,23.25,19.92500114440918,240875,IIFLSEC,,
2019-10-10,23.25,25.5,20.5,22.549999237060547,19.325109481811523,178087,IIFLSEC,,
2019-10-11,22.950000762939453,22.950000762939453,20.549999237060547,20.700000762939453,17.73967933654785,132637,IIFLSEC,,
2019-10-14,21.850000381469727,21.850000381469727,19.049999237060547,19.64999961853028,16.839841842651367,251506,IIFLSEC,,
2019-10-15,19.64999961853028,20.39999961853028,19.049999237060547,19.25,16.497045516967773,502589,IIFLSEC,,
2019-10-16,19.64999961853028,21.14999961853028,19.25,20.799999237060547,17.825376510620117,565589,IIFLSEC,,
2019-10-17,20.25,22.39999961853028,20.25,22.100000381469727,18.93946647644043,476617,IIFLSEC,,
2019-10-18,22.200000762939453,24.25,22.0,23.850000381469727,20.439197540283203,404452,IIFLSEC,,
2019-10-22,24.350000381469727,26.200000762939453,24.350000381469727,26.14999961853028,22.410268783569336,591401,IIFLSEC,,
2019-10-23,26.89999961853028,26.89999961853028,24.850000381469727,25.450000762939453,21.81037712097168,250807,IIFLSEC,,
2019-10-24,24.600000381469727,26.700000762939453,24.600000381469727,26.700000762939453,22.8816146850586,324748,IIFLSEC,,
2019-10-25,28.0,28.0,27.0,28.0,23.99570083618164,1310711,IIFLSEC,,
2019-10-27,29.39999961853028,29.39999961853028,29.39999961853028,29.39999961853028,25.195486068725582,117488,IIFLSEC,,
2019-10-29,30.850000381469727,30.850000381469727,28.049999237060547,30.850000381469727,26.438121795654297,653984,IIFLSEC,,
