Date,Open,High,Low,Close,Adj Close,Volume,Stocks_Name,Dividends,Stock splits
2002-08-12 00:00:00,839.9749755859375,841.0,820.0,825.0999755859375,825.0999755859375,200,EMAMIREAL,,
2002-08-13 00:00:00,825.0999755859375,825.0999755859375,825.0999755859375,825.0999755859375,825.0999755859375,0,EMAMIREAL,,
2002-08-14 00:00:00,829.5,829.5,822.5,822.5,822.5,10,EMAMIREAL,,
2002-08-15 00:00:00,822.5,822.5,822.5,822.5,822.5,0,EMAMIREAL,,
2002-08-16 00:00:00,900.0,900.0,822.0,826.4000244140625,826.4000244140625,500,EMAMIREAL,,
2002-08-19 00:00:00,849.0,849.0,825.5,825.5,825.5,200,EMAMIREAL,,
2002-08-20 00:00:00,825.5,825.5,825.5,825.5,825.5,0,EMAMIREAL,,
2002-08-21 00:00:00,833.0,833.0,833.0,833.0,833.0,10,EMAMIREAL,,
2002-08-22 00:00:00,850.0,869.5,837.5,848.3499755859375,848.3499755859375,38,EMAMIREAL,,
2002-08-23 00:00:00,841.0,841.0,840.0,840.0,840.0,12,EMAMIREAL,,
2002-08-26 00:00:00,825.0,857.4749755859375,817.5,842.3250122070312,842.3250122070312,44,EMAMIREAL,,
2002-08-27 00:00:00,852.5,852.5,850.0,850.0,850.0,4,EMAMIREAL,,
2002-08-28 00:00:00,854.4749755859375,854.4749755859375,854.4749755859375,854.4749755859375,854.4749755859375,2,EMAMIREAL,,
2002-08-29 00:00:00,807.5,851.75,807.5,850.0,850.0,16,EMAMIREAL,,
2002-08-30 00:00:00,836.0,836.0,835.0,835.0,835.0,20,EMAMIREAL,,
2002-09-02 00:00:00,854.0,860.0,854.0,859.9249877929688,859.9249877929688,22,EMAMIREAL,,
2002-09-03 00:00:00,838.0,840.5,837.5,837.5,837.5,80,EMAMIREAL,,
2002-09-04 00:00:00,859.5,861.9749755859375,859.5,861.9749755859375,861.9749755859375,22,EMAMIREAL,,
2002-09-05 00:00:00,850.0,863.75,843.0,863.75,863.75,54,EMAMIREAL,,
2002-09-06 00:00:00,862.0,862.0,830.5250244140625,835.25,835.25,22,EMAMIREAL,,
2002-09-09 00:00:00,835.25,835.25,835.25,835.25,835.25,0,EMAMIREAL,,
2002-09-10 00:00:00,835.25,835.25,835.25,835.25,835.25,0,EMAMIREAL,,
2002-09-11 00:00:00,835.25,835.25,835.25,835.25,835.25,0,EMAMIREAL,,
2002-09-12 00:00:00,852.5,862.5,852.5,862.4749755859375,862.4749755859375,56,EMAMIREAL,,
2002-09-13 00:00:00,850.0,862.0,840.5,854.9500122070312,854.9500122070312,100,EMAMIREAL,,
2002-09-16 00:00:00,841.0,842.0,832.5,832.5,832.5,18,EMAMIREAL,,
2002-09-17 00:00:00,860.0,862.5,860.0,862.5,862.5,10,EMAMIREAL,,
2002-09-18 00:00:00,837.5,837.5,837.5,837.5,837.5,2,EMAMIREAL,,
2002-09-19 00:00:00,837.5,850.0,837.5,850.0,850.0,12,EMAMIREAL,,
