Date,Open,High,Low,Close,Adj Close,Volume,Stocks_Name
2002-07-01,6.949999809265137,6.949999809265137,6.5,6.5,4.412211894989014,300,SHREYAS
2002-07-02,6.849999904632568,7.050000190734863,6.849999904632568,7.050000190734863,4.785552978515625,1700,SHREYAS
2002-07-03,6.5,7.25,6.5,7.150000095367432,4.853432655334473,2000,SHREYAS
2002-07-04,7.5,7.5,7.199999809265137,7.300000190734863,4.9552531242370605,2002,SHREYAS
2002-07-05,7.699999809265137,7.699999809265137,6.949999809265137,7.300000190734863,4.9552531242370605,2002,SHREYAS
2002-07-08,7.5,8.800000190734863,7.449999809265137,8.800000190734863,5.973455905914307,6350,SHREYAS
2002-07-09,10.399999618530272,10.600000381469728,9.600000381469728,10.5,7.127418518066406,14846,SHREYAS
2002-07-10,11.399999618530272,11.399999618530272,8.399999618530273,9.0,6.109217166900635,9290,SHREYAS
2002-07-11,9.600000381469728,10.350000381469728,8.25,9.649999618530272,6.550437927246094,11302,SHREYAS
2002-07-12,8.75,10.5,8.75,10.0,6.788016319274902,5200,SHREYAS
2002-07-15,8.300000190734863,10.0,8.25,10.0,6.788016319274902,2900,SHREYAS
2002-07-16,10.0,10.0,9.0,9.0,6.109217166900635,3153,SHREYAS
2002-07-17,9.0,9.0,7.650000095367432,8.100000381469727,5.498295307159424,1951,SHREYAS
2002-07-18,8.350000381469727,8.350000381469727,8.350000381469727,8.350000381469727,6.121435642242432,200,SHREYAS
2002-07-19,8.949999809265137,9.0,7.849999904632568,7.849999904632568,5.754880905151367,501,SHREYAS
2002-07-22,7.0,7.0,6.900000095367432,6.900000095367432,5.058430671691895,270,SHREYAS
2002-07-23,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,5.058430671691895,0,SHREYAS
2002-07-24,6.050000190734863,7.0,6.0,6.550000190734863,4.801843166351318,1310,SHREYAS
2002-07-25,7.5,7.900000095367432,7.5,7.800000190734863,5.718226909637451,1085,SHREYAS
2002-07-26,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,5.718226909637451,0,SHREYAS
2002-07-29,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,5.718226909637451,0,SHREYAS
2002-07-30,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,5.718226909637451,0,SHREYAS
2002-07-31,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,4.691877841949463,300,SHREYAS
2002-08-01,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,4.691877841949463,0,SHREYAS
2002-08-02,5.300000190734863,5.300000190734863,5.300000190734863,5.300000190734863,3.885462522506714,1,SHREYAS
2002-08-05,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,3.4455974102020264,1,SHREYAS
2002-08-06,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,3.4455974102020264,0,SHREYAS
2002-08-07,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,3.4455974102020264,0,SHREYAS
2002-08-08,5.650000095367432,5.650000095367432,5.650000095367432,5.650000095367432,4.142048358917236,1500,SHREYAS
2002-08-09,6.75,6.75,5.75,6.75,4.948466300964356,103,SHREYAS
