Date,Open,High,Low,Close,Adj Close,Volume,Stocks_Name
2015-08-21,14.300002098083496,14.355002403259276,13.145002365112305,14.355002403259276,14.355002403259276,25774,ORTINLAB
2015-08-24,15.070002555847168,15.070002555847168,13.640002250671388,15.070002555847168,15.070002555847168,22563,ORTINLAB
2015-08-25,15.730003356933594,15.78500270843506,14.355002403259276,14.410001754760742,14.410001754760742,44184,ORTINLAB
2015-08-26,14.300002098083496,14.960002899169922,13.695001602172852,13.695001602172852,13.695001602172852,7952,ORTINLAB
2015-08-27,13.310002326965332,13.310002326965332,13.035001754760742,13.145002365112305,13.145002365112305,14913,ORTINLAB
2015-08-28,13.750001907348633,13.750001907348633,12.54000186920166,13.145002365112305,13.145002365112305,8771,ORTINLAB
2015-08-31,13.750001907348633,13.750001907348633,12.54000186920166,12.54000186920166,12.54000186920166,12022,ORTINLAB
2015-09-01,11.935002326965332,11.990001678466797,11.935002326965332,11.935002326965332,11.935002326965332,11843,ORTINLAB
2015-09-02,12.650001525878906,13.695001602172852,10.120001792907717,10.615001678466797,10.615001678466797,43989,ORTINLAB
2015-09-03,10.670001983642578,10.890002250671388,9.955001831054688,10.340002059936523,10.340002059936523,7366,ORTINLAB
2015-09-04,10.890002250671388,10.890002250671388,9.955001831054688,10.45000171661377,10.45000171661377,11832,ORTINLAB
2015-09-07,10.06500244140625,12.54000186920166,10.010002136230469,10.285001754760742,10.285001754760742,24608,ORTINLAB
2015-09-08,9.955001831054688,10.670001983642578,9.955001831054688,10.010002136230469,10.010002136230469,2799,ORTINLAB
2015-09-09,9.900001525878906,10.890002250671388,9.900001525878906,10.175002098083496,10.175002098083496,1219,ORTINLAB
2015-09-10,10.780001640319824,10.780001640319824,9.84500217437744,10.06500244140625,10.06500244140625,2900,ORTINLAB
2015-09-11,9.955001831054688,11.770002365112305,9.955001831054688,10.06500244140625,10.06500244140625,2082,ORTINLAB
2015-09-14,9.955001831054688,10.340002059936523,9.405000686645508,10.340002059936523,10.340002059936523,9886,ORTINLAB
2015-09-15,10.340002059936523,10.340002059936523,10.06500244140625,10.06500244140625,10.06500244140625,3425,ORTINLAB
2015-09-16,10.395002365112305,10.395002365112305,9.900001525878906,9.900001525878906,9.900001525878906,7434,ORTINLAB
2015-09-18,9.51500129699707,11.715002059936523,9.51500129699707,10.340002059936523,10.340002059936523,28023,ORTINLAB
2015-09-21,10.890002250671388,10.890002250671388,10.120001792907717,10.45000171661377,10.45000171661377,1773,ORTINLAB
2015-09-22,10.120001792907717,10.72500228881836,10.06500244140625,10.340002059936523,10.340002059936523,9095,ORTINLAB
2015-09-23,9.955001831054688,11.770002365112305,9.900001525878906,10.72500228881836,10.72500228881836,1979,ORTINLAB
2015-09-24,10.285001754760742,12.10000228881836,10.285001754760742,10.780001640319824,10.780001640319824,5815,ORTINLAB
2015-09-28,10.780001640319824,11.660001754760742,10.230002403259276,11.22000217437744,11.22000217437744,15253,ORTINLAB
2015-09-29,10.50500202178955,11.11000156402588,10.50500202178955,10.945001602172852,10.945001602172852,2882,ORTINLAB
2015-09-30,11.000001907348633,11.770002365112305,10.560002326965332,11.385002136230469,11.385002136230469,12131,ORTINLAB
2015-10-01,13.090002059936523,13.640002250671388,11.550002098083496,13.640002250671388,13.640002250671388,29200,ORTINLAB
2015-10-05,15.40000343322754,16.335002899169922,15.40000343322754,16.335002899169922,16.335002899169922,40181,ORTINLAB
2015-10-06,17.930002212524414,17.930002212524414,17.270002365112305,17.930002212524414,17.930002212524414,158831,ORTINLAB
2015-10-07,18.70000267028809,19.690004348754883,18.53500366210937,19.41500473022461,19.41500473022461,197999,ORTINLAB
